utc_tow,elapsed,solution_lon,solution_lat,solution_height,truth_lon,truth_lat,truth_height,solution_east_m,solution_north_m,solution_up_m,truth_east_m,truth_north_m,truth_up_m,ape_translation_m,ape_horizontal_m,attitude_error_deg,east_error_m,north_error_m,up_error_m,horizontal_error_m,spatial_error_m,fix_quality,satellites
120994.231008,1.60061836243,121.443415942,31.030580835,17.155829763,121.44341589035702,31.030580867129196,17.14003839675755,-3.261433565592354,5.024820257554175,0.03991132834526212,-3.2663641328478996,5.028382431216224,0.02411996210281231,0.01692237571626888,0.006082725711338892,0.577930847123911,0.004930564937804009,-0.0035621737006329406,0.01579136624244981,0.006082725711338892,0.01692237571626888,float,36.0
120994.331047,1.70065736771,121.443413239,31.0305831507,17.1576181641,121.44341319167512,31.030583194543805,17.140239811254403,-3.5194999855258677,5.281562583550821,0.04169972944526279,-3.5240182838409395,5.28642355898438,0.02432137659966571,0.018602452252361026,0.0066365715678578865,0.5563174096152389,0.004518296081400739,-0.00486097548811948,0.017378352845597078,0.0066365715678578865,0.018602452252361026,fixed,36.0
120994.431085,1.80069565773,121.443410459,31.030585402,17.1569408234,121.44341038201124,31.030585467577072,17.14106863400037,-3.7849179049034847,5.531164863179695,0.04102238874526165,-3.792268337891883,5.538435411903249,0.025150199345631563,0.01894244138072601,0.010338746980389424,0.5727148430232003,0.007350429181020938,-0.007270548808673748,0.015872189399630088,0.010338746980389424,0.01894244138072601,float,36.0
120994.531124,1.90073466301,121.443407516,31.0305876345,17.1635694206,121.44340746815205,31.03058767810276,17.141682939721388,-4.0658981022417,5.77868278092089,0.047650985945260516,-4.0704663417786255,5.783517031306783,0.0257645050666504,0.022874807376206868,0.006651222988954889,0.5982814871148219,0.0045682370656024585,-0.004834250444614744,0.021886480878610115,0.006651222988954889,0.022874807376206868,fixed,36.0
120994.631163,2.00077390671,121.443404521,31.0305897892,17.170184521,121.44340446054753,31.030589814288877,17.142641921687737,-4.351842949690924,6.017574990292847,0.054266086345261755,-4.357614593393344,6.020356601297104,0.026723487032999316,0.0282779767727284,0.006406964451526746,0.6370810713288176,0.005771640452132307,-0.002781611039386597,0.02754259931226244,0.006406964451526746,0.0282779767727284,fixed,36.0
120994.731201,2.10081195831,121.443401424,31.0305918347,17.1731780004,121.44340136331394,31.03059187067662,17.143648335712033,-4.647526150775914,6.244360164182154,0.057259565745262364,-4.653320097735356,6.2483489025828,0.027729901057295336,0.030355904090588092,0.007034189119807352,0.6178068141183313,0.0057939435730230285,-0.003988738452924844,0.029529664687967028,0.007034189119807352,0.030355904090588092,fixed,36.0
120994.83124,2.20085096359,121.443398181,31.0305938513,17.1743918201,121.44339818067887,31.030593854814775,17.144666620896945,-4.957148569262685,6.467941187236166,0.05847338544526082,-4.957179229256897,6.468330871211513,0.02874818624220765,0.029727769194812875,0.0003908882690395573,0.6845049700010694,3.0659975661185854e-05,-0.00038968398063712705,0.029725199203053165,0.0003908882690395573,0.029727769194812875,fixed,36.0
120994.931278,2.30088925362,121.443394886,31.0305957568,17.1745694894,121.44339491330295,31.030595754396817,17.146926476523582,-5.2717356378604645,6.679204520582265,0.05865105474526189,-5.269128914026449,6.678938079036572,0.031008041868844316,0.027766925516600052,0.0026203037531224334,0.6914761901506559,-0.0026067222060159943,0.0002664415494824675,0.027643012876417572,0.0026203037531224334,0.027766925516600052,fixed,36.0
120995.031318,2.40092921257,121.443391532,31.0305975848,17.1741362419,121.44339154006092,31.0305975537827,17.148263079344254,-5.591955676908975,6.881875406938183,0.058217807245263486,-5.591186069999354,6.878436510263433,0.032344644689516144,0.026112044067005857,0.003523961509598175,0.7721216857404394,-0.0007696064146624439,0.0034388967253524594,0.025873162555747342,0.003523961509598175,0.026112044067005857,fixed,36.0
120995.131357,2.50096750259,121.443388041,31.0305992666,17.176407624,121.44338804947769,31.030599238860788,17.148534406892395,-5.925255664004009,7.068337057499465,0.06048918934526171,-5.92444626542137,7.065261602854145,0.03261597223765733,0.028054051020968074,0.0031801803029750724,0.7753617251791206,-0.0008093980478760846,0.003075454691509047,0.027873217107604376,0.0031801803029750724,0.028054051020968074,fixed,36.0
